DMA_CODE,DMA_NAME,UNIVERSE,TOTAL_18_TO_34_AGE,TOTAL_35_TO_49_AGE,TOTAL_50_TO_64_AGE,TOTAL_65_AND_OVER_AGE,MALE_18_TO_34_AGE,MALE_35_TO_49_AGE,MALE_50_TO_64_AGE,MALE_65_AND_OVER_AGE,FEMALE_18_TO_34_AGE,FEMALE_35_TO_49_AGE,FEMALE_50_TO_64_AGE,FEMALE_65_AND_OVER_AGE,GDP_PER_CAPITA,MEDIAN_HOUSEHOLD_INCOME,MEDIAN_HOUSING_VALUE,CPM
552,Presque Isle,67431.0,11696.0,11151.0,15951.0,16253.0,6072.0,5470.0,7929.0,7449.0,5624.0,5681.0,8022.0,8804.0,39.058726698402815,43791.0,102600.0,7.38329753
553,Marquette,212321.0,47257.0,33098.0,46015.0,47025.0,26041.0,17271.0,23081.0,22520.0,21216.0,15827.0,22934.0,24505.0,18.261496417423103,50078.07587412083,127744.13438841589,9.24041921
554,Wheeling-Steubenville,324818.0,62307.0,56007.0,71974.0,72184.0,32795.0,28485.0,35947.0,32651.0,29512.0,27522.0,36027.0,39533.0,13.36088478970077,48407.209015731074,105734.55336104947,7.97791653
555,Syracuse,911319.0,229819.0,154441.0,189513.0,154715.0,115368.0,76466.0,92795.0,69093.0,114451.0,77975.0,96718.0,85622.0,20.127272709723943,61070.09991232488,146375.9953430138,9.82523487
556,Richmond-Petersburg,3305034.0,750955.0,658999.0,658089.0,523922.0,380597.0,328886.0,318286.0,233132.0,370358.0,330113.0,339803.0,290790.0,4.5694605099736885,83703.06457815562,309513.7719006824,10.43501419
557,Knoxville,2186994.0,484772.0,402928.0,443260.0,396042.0,245402.0,200165.0,213875.0,177297.0,239370.0,202763.0,229385.0,218745.0,5.324585329290906,51714.532960814584,157827.6045476961,9.43407208
558,Lima,182353.0,37597.0,31985.0,36959.0,32376.0,20011.0,16378.0,18401.0,14427.0,17586.0,15607.0,18558.0,17949.0,30.4099691594288,58426.6286433456,133188.16800381677,8.99758416
559,Bluefield-Beckley-Oak Hill,2107373.0,428573.0,388220.0,438903.0,426183.0,220468.0,195346.0,214430.0,193178.0,208105.0,192874.0,224473.0,233005.0,14.647098508148057,45155.19800166685,114599.5823435803,7.56356505
560,Raleigh-Durham (Fayetvlle),3263519.0,778379.0,647734.0,610647.0,470496.0,391845.0,315071.0,291027.0,203362.0,386534.0,332663.0,319620.0,267134.0,24.03417293562697,57489.17134115918,184203.90252329796,12.12060691
561,Jacksonville,3424208.0,715049.0,609292.0,697573.0,695340.0,371192.0,304495.0,334031.0,317197.0,343857.0,304797.0,363542.0,378143.0,13.237673757315486,54826.633122604035,174826.6394620968,11.18022567
563,Grand Rapids-Kalmzoo-B.Crk,2952080.0,703020.0,521899.0,584587.0,481370.0,358606.0,262510.0,287817.0,218988.0,344414.0,259389.0,296770.0,262382.0,7.117218610032614,61409.865768542855,165373.93027966723,9.77910251
564,Charleston-Huntington,1107850.0,218534.0,205698.0,233323.0,215051.0,112033.0,102159.0,112800.0,96284.0,106501.0,103539.0,120523.0,118767.0,6.561861706669563,43913.43276109061,104974.71794106891,7.96745344
565,Elmira (Corning),238562.0,47085.0,41618.0,52442.0,47207.0,24397.0,21008.0,26000.0,21644.0,22688.0,20610.0,26442.0,25563.0,28.383647471038408,53401.58531720955,130077.79154006764,12.19909603
566,Harrisburg-Lncstr-Leb-York,2034196.0,430166.0,365696.0,414241.0,371192.0,217712.0,182154.0,202860.0,165087.0,212454.0,183542.0,211381.0,206105.0,9.35942398972567,67226.65173660748,194184.17620524275,12.62172215
567,Greenvll-Spart-Ashevll-And,12675779.0,2872266.0,2410405.0,2482516.0,2125321.0,1444809.0,1175168.0,1187447.0,932583.0,1427457.0,1235237.0,1295069.0,1192738.0,7.471386572291897,52513.81312597747,160220.6166184824,9.83943564
569,Harrisonburg,163860.0,32178.0,29187.0,35615.0,33202.0,16756.0,14834.0,17650.0,15374.0,15422.0,14353.0,17965.0,17828.0,35.74116071183762,55567.02409300666,174282.84170002295,9.82224242
570,Myrtle Beach-Florence,803661.0,164211.0,141280.0,166648.0,160931.0,80928.0,67757.0,77379.0,72132.0,83283.0,73523.0,89269.0,88799.0,17.881702229245683,41278.41489054606,115316.23655085682,9.25017457
571,Ft. Myers-Naples,6572873.0,1394139.0,1256831.0,1297701.0,1328419.0,711084.0,625459.0,619554.0,593114.0,683055.0,631372.0,678147.0,735305.0,4.2655725242713265,58416.59252780329,272970.79199613316,11.86015393
573,Roanoke-Lynchburg,842148.0,174803.0,143509.0,183947.0,181033.0,90927.0,71753.0,89763.0,81979.0,83876.0,71756.0,94184.0,99054.0,17.75471758795036,46898.4557507742,145267.11031632376,9.53820448
574,Johnstown-Altoona-St Colge,741138.0,171827.0,128494.0,156850.0,148301.0,93032.0,67905.0,79963.0,66710.0,78795.0,60589.0,76887.0,81591.0,6.228512878543117,52912.02878276381,142080.65515464055,9.21965299
575,Chattanooga,4182448.0,977485.0,803147.0,809372.0,671970.0,487435.0,397688.0,389864.0,296066.0,490050.0,405459.0,419508.0,375904.0,18.17450587932661,48668.34644607099,155481.32108103586,9.81185656
576,Salisbury,443131.0,88263.0,68514.0,94846.0,106001.0,44355.0,33723.0,44543.0,48434.0,43908.0,34791.0,50303.0,57567.0,39.96874837355855,61752.12469818961,234350.99233378115,9.03354616
577,Wilkes Barre-Scranton-Hztn,6010800.0,1255774.0,1087149.0,1286613.0,1142739.0,648192.0,548310.0,636484.0,508521.0,607582.0,538839.0,650129.0,634218.0,1.2574017143646157,68457.56491764823,202254.1911226459,10.35349026
581,Terre Haute,374522.0,84494.0,66714.0,74560.0,66829.0,45370.0,35111.0,37569.0,29415.0,39124.0,31603.0,36991.0,37414.0,8.281365959551588,52738.60895157744,98342.73158693004,8.31742497
582,"Lafayette, In",201997.0,75426.0,31528.0,29739.0,23522.0,41213.0,15891.0,14553.0,10210.0,34213.0,15637.0,15186.0,13312.0,50.51538332771186,51957.42299143057,158231.19798808894,9.00384696
583,Alpena,38827.0,6163.0,6000.0,9640.0,10370.0,3228.0,3010.0,4769.0,4907.0,2935.0,2990.0,4871.0,5463.0,22.609761812847648,42800.60084477297,108594.97514616116,8.38975141
584,Charlottesville,205135.0,44749.0,36798.0,41904.0,39329.0,21720.0,17788.0,19654.0,17531.0,23029.0,19010.0,22250.0,21798.0,35.171294614782326,79040.11586516196,316625.9083042874,11.34209379
588,South Bend-Elkhart,3103648.0,708595.0,565440.0,602436.0,486569.0,353747.0,280311.0,293253.0,214128.0,354848.0,285129.0,309183.0,272441.0,16.307755214797965,54842.52827644542,149908.04018501402,10.19458574
592,Gainesville,344069.0,110996.0,55283.0,59163.0,55496.0,55284.0,27517.0,27995.0,25266.0,55712.0,27766.0,31168.0,30230.0,35.32559247184315,48209.43903403096,182075.14917066053,9.99314446
596,Zanesville,86033.0,18145.0,15574.0,17631.0,15149.0,9113.0,7663.0,8574.0,6558.0,9032.0,7911.0,9057.0,8591.0,44.76732184161891,48350.0,126400.0,9.42519849
597,Parkersburg,152061.0,29310.0,27553.0,32978.0,31155.0,15044.0,13681.0,16153.0,13878.0,14266.0,13872.0,16825.0,17277.0,47.31297684920129,50535.431084229785,133558.5830320979,9.45670096
598,Clarksburg-Weston,267899.0,55261.0,48733.0,55723.0,54667.0,28712.0,25019.0,27704.0,25136.0,26549.0,23714.0,28019.0,29531.0,6.920433167459551,47963.45696325854,115773.18952291722,8.70623762
600,Corpus Christi,600532.0,145101.0,110210.0,105559.0,91469.0,76588.0,56551.0,52015.0,41368.0,68513.0,53659.0,53544.0,50101.0,19.336624498487097,53518.758207722494,-302121.10562967503,9.777159
602,Chicago,12668009.0,2975692.0,2475325.0,2443354.0,1892461.0,1512422.0,1229514.0,1191840.0,827143.0,1463270.0,1245811.0,1251514.0,1065318.0,18.667374303180697,67578.74934173463,200217.4787476551,10.91351148
603,Joplin-Pittsburg,635270.0,134997.0,110787.0,125160.0,113252.0,68934.0,55576.0,61518.0,50005.0,66063.0,55211.0,63642.0,63247.0,16.33844741777799,45110.36229529156,97703.24564688635,10.95823001
604,Columbia-Jefferson City,481908.0,125313.0,85765.0,90410.0,76269.0,63130.0,43878.0,44528.0,34458.0,62183.0,41887.0,45882.0,41811.0,10.29384436305234,56058.85088025101,164314.25811565694,11.93136715
605,Topeka,462557.0,120966.0,75737.0,83227.0,75178.0,63438.0,38127.0,40536.0,34095.0,57528.0,37610.0,42691.0,41083.0,11.265382038228468,56697.054750009185,144560.67857582957,8.55582698
606,Dothan,260574.0,53807.0,48290.0,51565.0,47031.0,27058.0,23356.0,24691.0,20552.0,26749.0,24934.0,26874.0,26479.0,31.175999736150153,42104.57798694659,127195.43689785743,8.56513664
609,St. Louis,5322246.0,1180413.0,979975.0,1075942.0,891888.0,598502.0,487026.0,523720.0,390837.0,581911.0,492949.0,552222.0,501051.0,3.142278029366599,60462.936417503355,148843.7320253647,9.74042293
610,Rockford,466608.0,94172.0,84959.0,95785.0,84249.0,47714.0,42210.0,47506.0,37624.0,46458.0,42749.0,48279.0,46625.0,19.49543322463039,57819.02196061791,127034.36117683366,10.10284592
611,Rochestr-Mason City-Austin,375459.0,75770.0,66674.0,75426.0,68599.0,38175.0,34069.0,37242.0,30663.0,37595.0,32605.0,38184.0,37936.0,20.704983917722224,64382.89365461758,156377.38679197998,12.75792142
612,Shreveport,1500709.0,325554.0,269629.0,285915.0,259441.0,165815.0,132321.0,137847.0,114689.0,159739.0,137308.0,148068.0,144752.0,3.5767488045433025,46698.6730471952,117294.19035845202,8.26389597
613,Minneapolis-St. Paul,9212376.0,2089615.0,1736899.0,1833803.0,1435753.0,1063269.0,879507.0,911325.0,649781.0,1026346.0,857392.0,922478.0,785972.0,3.9947176408833545,71090.35081588417,219630.9996664656,10.56088356
616,Kansas City,2557393.0,595014.0,486554.0,483541.0,385351.0,300028.0,242656.0,235038.0,170122.0,294986.0,243898.0,248503.0,215229.0,24.38993761738383,69404.29074684373,194987.22965637804,10.50062933
617,Milwaukee,2332331.0,520244.0,434043.0,477673.0,371264.0,263076.0,215558.0,234024.0,164458.0,257168.0,218485.0,243649.0,206806.0,13.970270962149058,65419.201957183606,203505.2673055411,9.43268009
618,Houston,7345160.0,1764388.0,1525127.0,1279294.0,842724.0,894302.0,763759.0,630164.0,379783.0,870086.0,761368.0,649130.0,462941.0,36.05158267549422,69604.46203214089,203142.16911544473,12.70646456
619,"Springfield, Mo",1626824.0,362507.0,283774.0,316283.0,303921.0,188447.0,142140.0,153977.0,138613.0,174060.0,141634.0,162306.0,165308.0,6.106630235872892,48046.48224127616,139934.44692118512,9.78643208
622,New Orleans,1795282.0,405544.0,337185.0,358838.0,286090.0,198989.0,163669.0,171916.0,126519.0,206555.0,173516.0,186922.0,159571.0,5.960679788422458,53343.47606626633,178807.362828782,10.01624734
623,Dallas-Ft. Worth,8133670.0,1933033.0,1684407.0,1456823.0,972082.0,968204.0,830979.0,716072.0,430034.0,964829.0,853428.0,740751.0,542048.0,17.842450815874397,72757.39639941134,222539.0480435031,12.15674813
624,Sioux City,3543934.0,796162.0,629181.0,684390.0,607295.0,408264.0,319109.0,339787.0,271828.0,387898.0,310072.0,344603.0,335467.0,41.20762541981519,64550.85067101434,164106.79242128963,11.00618554
625,Waco-Temple-Bryan,14725592.0,3750071.0,2963951.0,2509807.0,1764609.0,1916619.0,1484028.0,1226855.0,786880.0,1833452.0,1479923.0,1282952.0,977729.0,0.7650994068156771,65413.73522870931,200632.62738095692,9.46195084
626,Victoria,92044.0,21005.0,16402.0,16437.0,14847.0,10672.0,8044.0,7964.0,6543.0,10333.0,8358.0,8473.0,8304.0,49.99973925513885,58959.0,152900.0,9.04753374
627,Wichita Falls & Lawton,420692.0,105477.0,72508.0,77671.0,67934.0,58421.0,37199.0,38349.0,30479.0,47056.0,35309.0,39322.0,37455.0,17.324050237767615,51343.12190608324,109225.08369015668,8.70254835
628,Monroe-El Dorado,466173.0,109971.0,82039.0,87038.0,77811.0,57383.0,40550.0,41907.0,33731.0,52588.0,41489.0,45131.0,44080.0,16.023052779262034,42825.158800625475,102703.20556117028,7.16178484
630,Birmingham (Ann And Tusc),3986203.0,874277.0,743200.0,796892.0,685877.0,434307.0,359966.0,381955.0,298509.0,439970.0,383234.0,414937.0,387368.0,5.33376448237384,53669.53469329083,150154.85932352167,8.87791291
631,Ottumwa-Kirksville,125417.0,29512.0,19956.0,24338.0,23833.0,14827.0,10233.0,12107.0,10802.0,14685.0,9723.0,12231.0,13031.0,13.331037420094606,46825.59910806711,103066.6877256039,29.58372107
632,Paducah-Cape Girard-Harsbg,2078512.0,464869.0,371161.0,409553.0,370070.0,239318.0,186570.0,199824.0,163862.0,225551.0,184591.0,209729.0,206208.0,5.717752008680822,46049.248104013815,113267.55930771786,9.74071454
633,Odessa-Midland,493889.0,124991.0,95821.0,78444.0,56368.0,66964.0,51677.0,39880.0,25646.0,58027.0,44144.0,38564.0,30722.0,13.720608436553002,-1513775.857871265,61227.15415390032,9.9169763
634,Amarillo,544505.0,130767.0,99668.0,92641.0,78539.0,69909.0,52540.0,46883.0,35488.0,60858.0,47128.0,45758.0,43051.0,26.52381800107115,50644.723380511095,116740.90577024916,8.7499175
635,Austin,2327874.0,613406.0,514300.0,392843.0,276590.0,312700.0,262314.0,193396.0,125287.0,300706.0,251986.0,199447.0,151303.0,38.37452967402616,80001.82278121583,305855.0663395012,12.75792142
636,Harlingen-Wslco-Brnsvl-Mca,1368723.0,329702.0,251213.0,189572.0,162650.0,167569.0,121846.0,88070.0,71860.0,162133.0,129367.0,101502.0,90790.0,13.250167858872535,41074.47840651469,88858.02328155514,9.54552978
637,Cedar Rapids-Wtrlo-Iwc&Dub,908416.0,221248.0,158780.0,172496.0,153582.0,111795.0,80620.0,85584.0,69136.0,109453.0,78160.0,86912.0,84446.0,8.882414130732686,62694.550460361774,168035.10671322388,8.52244217
638,St. Joseph,160578.0,35051.0,29186.0,32207.0,27755.0,18848.0,15487.0,16158.0,12173.0,16203.0,13699.0,16049.0,15582.0,28.202021025219437,51088.21603731646,108684.49941815612,8.09675171
639,"Jackson, Tn",245753.0,52072.0,43828.0,49994.0,44685.0,25214.0,21323.0,23905.0,19444.0,26858.0,22505.0,26089.0,25241.0,12.82275545241112,46471.89777947777,121531.06004809708,9.64891109
640,Memphis,7187362.0,1619316.0,1322964.0,1383966.0,1191413.0,815989.0,648457.0,663980.0,523830.0,803327.0,674507.0,719986.0,667583.0,12.066187946319536,45124.78949217573,124090.6196846318,10.98044753
641,San Antonio,8729083.0,2016160.0,1741525.0,1522575.0,1195148.0,1037403.0,871002.0,743255.0,535834.0,978757.0,870523.0,779320.0,659314.0,9.417084906512237,-103736.55730745144,166791.13469238408,12.03537805
642,"Lafayette, La",606497.0,140311.0,110481.0,116910.0,88110.0,70338.0,54342.0,55774.0,39075.0,69973.0,56139.0,61136.0,49035.0,-1.0,50862.53116173699,149473.11346964617,8.40147442
643,Lake Charles,272780.0,62484.0,50994.0,51401.0,40781.0,32304.0,26290.0,24844.0,18202.0,30180.0,24704.0,26557.0,22579.0,-1.0,52048.82081530904,152230.73282498715,10.90898805
644,"Alexandria, La",242495.0,58463.0,44056.0,44081.0,37215.0,32093.0,22562.0,21377.0,16225.0,26370.0,21494.0,22704.0,20990.0,-1.0,46704.883209963096,133397.0271551991,8.79766986
